uuid,age,dem_has_children,gender,dem_education_level,dem_full_time_job,normalized_job_code,country_code,question_bbi_2016wave4_basicincome_argumentsagainst,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_awareness
007ff950-da2a-0133-3d3e-0a81e8b09a82,33 years old,NO,female,medium,no,,IT,It might encourage people to stop working,It encourages financial independence and self-responsibility,I know something about it
008b7020-dadf-0133-24f5-0a81e8b09a82,31 years old,NO,Male,low,yes,ec3d88b2fd083b870b8c5a603898ed39,DE,None of the above,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,I understand it fully
008eeae0-d990-0133-f83f-0a81e8b09a82,42 years old,nO,male,high,yes,067c85859a63aa6f1c8c936904124dd6,ES,Only the people who need it most should get something from the state,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs,I understand it fully
00967980-da71-0133-c560-0a81e8b09a82,42 years old,NO,male,low,yes,b24ece3300d2f8ab34f9553e531183d6,IE,None of the above,None of the above,I understand it fully
009df570-d8d2-0133-5b88-0a81e8b09a82,47 years old,YES,male,low,no,,CZ,None of the above,None of the above,I have never heard of it
00a660f0-da6d-0133-7f07-0a81e8b09a82,2000,NO,male,low,no,,GB,It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,I have heard just a little about it
00ad3080-db39-0133-492a-0a81e8b09a82,36 years old,NO,FeMale,medium,no,,DE,It is impossible to finance,It encourages financial independence and self-responsibility,I know something about it
00bf1950-d9ad-0133-87e0-0a81e8b09a82,1986,YES,male,medium,yes,375017ea3a1a97f5ea676def873bb25b,PL,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,I know something about it
00c08ca0-da5d-0133-5c5c-0a81e8b09a82,65 years old,yES,Male,medium,no,,FR,Foreigners might come to my country and take advantage of the benefit,It creates more equality of opportunity | It reduces anxiety about financing basic needs,I understand it fully
00d58e20-d971-0133-caaf-0a81e8b09a82,2001,nO,male,medium,no,,GR,It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",I have never heard of it
00d654f0-da5e-0133-65a3-0a81e8b09a82,34 years old,yES,male,high,yes,ec3d88b2fd083b870b8c5a603898ed39,HU,It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working | It increases dependence on the state,It increases appreciation for household work and volunteering,I know something about it
00ddd310-d8d1-0133-5878-0a81e8b09a82,40 years old,nO,Male,medium,yes,f05d2014d4a9adaab50fa1e0ca6f6c8c,BG,Only the people who need it most should get something from the state | It might encourage people to stop working,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,I know something about it
00de4880-d9dc-0133-95f5-0a81e8b09a82,2000,NO,FeMale,medium,no,,IE,Foreigners might come to my country and take advantage of the benefit,"It increases solidarity, because it is funded by everyone",I understand it fully
00de4ea0-da1d-0133-f237-0a81e8b09a82,1998,nO,male,high,no,,IE,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,It encourages financial independence and self-responsibility,I understand it fully
00e242c0-db04-0133-5d10-0a81e8b09a82,42 years old,YES,Male,low,yes,970eb38c7b3eb080466052ea994af189,DE,Only the people who need it most should get something from the state,It reduces bureaucracy and administrative expenses,I know something about it
00e524d0-d9af-0133-2f64-0a81e8b09a82,1996,NO,female,high,no,,ES,It is impossible to finance,It creates more equality of opportunity,I have never heard of it
00e9ead0-d962-0133-cfb9-0a81e8b09a82,34 years old,YES,female,low,yes,5e2bfe1fb8451158ff488c673535980c,FR,It might encourage people to stop working | Only the people who need it most should get something from the state,"It increases solidarity, because it is funded by everyone",I understand it fully
00ebad10-da19-0133-a828-0a81e8b09a82,57 years old,yES,male,high,yes,a4d5b8b38f9513825d0d94a981ebe962,EE,None of the above,It encourages financial independence and self-responsibility,I know something about it
00ee63e0-dcae-0133-f03d-0a81e8b09a82,49 years old,yES,female,high,yes,25fe195cbf915c0824fa6c44e6d0008c,DE,It is impossible to finance,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,I know something about it
00eeae20-db9b-0133-aa04-0a81e8b09a82,45 years old,nO,Male,high,no,,HU,None of the above,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",I know something about it
00f4e4e0-d958-0133-6696-0a81e8b09a82,61 years old,yES,male,medium,no,,FR,It is impossible to finance | Only the people who need it most should get something from the state,It creates more equality of opportunity,I have heard just a little about it
01000c20-daea-0133-4aab-0a81e8b09a82,54 years old,YES,female,high,yes,b24ece3300d2f8ab34f9553e531183d6,PT,It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It encourages financial independence and self-responsibility",I understand it fully
010964e0-de28-0133-637d-0a81e8b09a82,42 years old,YES,female,high,yes,dac2e921c1f887d9efc4c06fa33c1397,GB,It might encourage people to stop working,It encourages financial independence and self-responsibility,I understand it fully
010f6c90-dbcc-0133-9ef7-0a81e8b09a82,53 years old,YES,male,high,yes,2173ff3afd8d28192f7cf119af201940,FR,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,It creates more equality of opportunity | It reduces anxiety about financing basic needs,I understand it fully
0115df90-dbcb-0133-c246-0a81e8b09a82,42 years old,YES,male,,yes,04c82eae29e1c4a30eac0710b74ab276,DE,None of the above,None of the above,I have never heard of it
0118e540-d934-0133-422d-0a81e8b09a82,36 years old,NO,female,high,yes,3833bd699e7afe4665b595f282da0387,ES,Only the people who need it most should get something from the state,"It increases solidarity, because it is funded by everyone",I have never heard of it
011c8730-d9aa-0133-8394-0a81e8b09a82,41 years old,yES,Male,high,yes,dac2e921c1f887d9efc4c06fa33c1397,RO,It is against the principle of linking merit and reward,It creates more equality of opportunity,I understand it fully
0124f410-dac5-0133-cf16-0a81e8b09a82,61 years old,YES,Fem,high,yes,141ddda0f613da65a280521247de0e9f,HU,Only the people who need it most should get something from the state,None of the above,I have heard just a little about it
012595a0-d9ba-0133-dd62-0a81e8b09a82,2002,nO,Male,,no,,DE,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward,It increases appreciation for household work and volunteering,I have heard just a little about it
01278bb0-d953-0133-3eec-0a81e8b09a82,41 years old,YES,male,high,yes,1a281bf4bd1fe9b2a6e464e508bea167,IT,It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",I know something about it
012b09c0-da12-0133-925c-0a81e8b09a82,58 years old,YES,male,medium,no,,FR,Foreigners might come to my country and take advantage of the benefit,"It increases solidarity, because it is funded by everyone",I have heard just a little about it
01363f30-d9ad-0133-87e4-0a81e8b09a82,31 years old,yES,male,high,yes,f4b2fb1aa40f661488e2782b6d57ad2f,IT,Foreigners might come to my country and take advantage of the benefit,It reduces anxiety about financing basic needs,I understand it fully
013a2aa0-dc77-0133-387e-0a81e8b09a82,41 years old,YES,FeMale,,no,,ES,Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,It reduces anxiety about financing basic needs,I know something about it
0146cb60-d963-0133-4173-0a81e8b09a82,1991,nO,male,,yes,0de6170ccbed08e62b2e5862d5846a43,PL,It is impossible to finance,It encourages financial independence and self-responsibility,I have heard just a little about it
0146f5e0-d971-0133-cab4-0a81e8b09a82,1987,NO,male,high,yes,775190277a849cba701b306a7b374c0a,DE,It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,I understand it fully
0146f7c0-db8b-0133-d485-0a81e8b09a82,32 years old,nO,Fem,high,yes,5285758deb04c98f58cbae2747195f33,SK,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",I know something about it
014caad0-d8cf-0133-68d5-0a81e8b09a82,1999,nO,Male,low,no,,IT,Foreigners might come to my country and take advantage of the benefit,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",I have heard just a little about it
014d58e0-da0b-0133-254a-0a81e8b09a82,39 years old,yES,Fem,high,no,,RO,It increases dependence on the state,It reduces bureaucracy and administrative expenses,I understand it fully
014d9d20-d945-0133-54f8-0a81e8b09a82,39 years old,yES,male,high,yes,1a281bf4bd1fe9b2a6e464e508bea167,FR,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state | It is against the principle of linking merit and reward,None of the above,I know something about it
01531630-dd79-0133-db1d-0a81e8b09a82,43 years old,YES,FeMale,medium,no,,DE,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",I have heard just a little about it
0156e870-de2d-0133-71de-0a81e8b09a82,45 years old,YES,female,high,yes,38a15ceadcdd6d4db16a88fa1a72b083,DE,It increases dependence on the state | It is impossible to finance,"It increases solidarity, because it is funded by everyone",I know something about it
0161ab00-db10-0133-0e54-0a81e8b09a82,33 years old,NO,Fem,high,yes,7a37ddb38441873334fd8ff07c17ad22,IT,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,I know something about it
01650240-da8e-0133-cc2e-0a81e8b09a82,1989,nO,female,medium,yes,e7b3e1c6a32c7247cd4857e4c3574165,BE,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",I have never heard of it
016adfa0-dca7-0133-ba3c-0a81e8b09a82,46 years old,nO,female,low,no,,ES,It might encourage people to stop working | It is impossible to finance,It creates more equality of opportunity,I have heard just a little about it
016d1fb0-d9a3-0133-aed7-0a81e8b09a82,37 years old,YES,Fem,high,no,,LT,It might encourage people to stop working,None of the above,I understand it fully
017b36e0-dbaf-0133-3f81-0a81e8b09a82,42 years old,NO,female,medium,yes,bf7f43295d45cdced048c8126f977b6b,IT,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,None of the above,I know something about it
01806560-db15-0133-f2c6-0a81e8b09a82,1992,nO,female,medium,no,,IT,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,None of the above,I have heard just a little about it
01806720-da6a-0133-07f3-0a81e8b09a82,33 years old,NO,Male,low,no,,GB,None of the above,None of the above,I know something about it
01824f80-dcc1-0133-52f7-0a81e8b09a82,42 years old,nO,male,high,yes,41b2978a2c07c5f477e60f26372d6c85,IT,It might encourage people to stop working | It is impossible to finance | It increases dependence on the state,None of the above,I understand it fully
0182f950-d9ae-0133-8cf1-0a81e8b09a82,1997,nO,female,high,no,,PL,None of the above,None of the above,I have never heard of it
018588c0-d9ac-0133-1e36-0a81e8b09a82,42 years old,NO,male,medium,yes,a003702c0cea282e17967772dd83de5e,FR,It is impossible to finance,None of the above,I have never heard of it
01895a00-da29-0133-75fd-0a81e8b09a82,57 years old,NO,Male,low,no,,ES,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs",I know something about it
018fcea0-da71-0133-c56b-0a81e8b09a82,38 years old,YES,female,high,yes,861a9b9151e11362eb3c77ca914172d0,PL,It is impossible to finance | It increases dependence on the state,It creates more equality of opportunity,I have heard just a little about it
01961a00-da5b-0133-049e-0a81e8b09a82,45 years old,yES,Male,high,yes,d06dfb43c95b585a89ae556c9221b573,GB,It might encourage people to stop working | It increases dependence on the state,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility,I know something about it
019963d0-dcfa-0133-1fe3-0a81e8b09a82,48 years old,nO,male,medium,yes,6408c0d7c7faa4ced47fbc8474698126,GB,None of the above,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,I understand it fully
019965d0-d97b-0133-c5ca-0a81e8b09a82,32 years old,NO,male,high,yes,679fb7003e0aedc14891fcd15dd846c5,GR,Only the people who need it most should get something from the state,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",I understand it fully
019dcba0-d9a5-0133-1f0c-0a81e8b09a82,48 years old,YES,male,low,no,,SE,None of the above,None of the above,I have heard just a little about it
019fadc0-d962-0133-cfbc-0a81e8b09a82,48 years old,yES,male,medium,no,,GB,It might encourage people to stop working,It creates more equality of opportunity,I understand it fully
01a814e0-da79-0133-8290-0a81e8b09a82,37 years old,YES,male,medium,no,,DE,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state,None of the above,I understand it fully
01bbbe50-da37-0133-7a96-0a81e8b09a82,58 years old,YES,FeMale,high,no,,PL,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state,It reduces anxiety about financing basic needs,I have heard just a little about it
01bc1480-dcc4-0133-f412-0a81e8b09a82,55 years old,nO,FeMale,medium,yes,76385cb24e831b3364279b9de5641d8f,ES,It is impossible to finance,It reduces anxiety about financing basic needs,I understand it fully
01cb12a0-da52-0133-f279-0a81e8b09a82,1991,NO,FeMale,low,yes,775190277a849cba701b306a7b374c0a,DE,It is impossible to finance | Only the people who need it most should get something from the state | It might encourage people to stop working,It reduces anxiety about financing basic needs,I have never heard of it
01cb9e90-db0b-0133-7b0c-0a81e8b09a82,1999,NO,FeMale,medium,no,,GB,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,"It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",I know something about it
01d0af00-d8e2-0133-b50a-0a81e8b09a82,54 years old,NO,male,high,yes,f36c6ada3a808453a0bf241c74a4e994,PL,It is impossible to finance | It might encourage people to stop working,None of the above,I have heard just a little about it
01dde980-db44-0133-8c62-0a81e8b09a82,50 years old,yES,male,medium,no,,FR,None of the above,None of the above,I know something about it
01df57f0-d9ba-0133-dd68-0a81e8b09a82,1995,NO,female,high,no,,ES,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,It reduces bureaucracy and administrative expenses | It creates more equality of opportunity,I know something about it
01dfe910-d8fe-0133-befb-0a81e8b09a82,52 years old,yES,male,high,yes,41b2978a2c07c5f477e60f26372d6c85,ES,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state,It reduces anxiety about financing basic needs,I understand it fully
01e4f240-dc14-0133-2dda-0a81e8b09a82,52 years old,NO,Male,high,yes,e7b3e1c6a32c7247cd4857e4c3574165,GB,It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,None of the above,I understand it fully
01e60f40-d8e2-0133-b50b-0a81e8b09a82,39 years old,yES,male,high,yes,cc2b26cc436bea36bda3bdd7367c411a,NL,It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,None of the above,I understand it fully
02029080-d8de-0133-5d3a-0a81e8b09a82,1997,nO,male,medium,no,,ES,It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,It creates more equality of opportunity | It reduces anxiety about financing basic needs,I know something about it
02066420-db10-0133-0e5a-0a81e8b09a82,48 years old,YES,FeMale,medium,yes,d4624ed8068d24948e18303212593cd6,IT,Foreigners might come to my country and take advantage of the benefit,It creates more equality of opportunity,I have never heard of it
02118e30-d8e0-0133-af23-0a81e8b09a82,39 years old,yES,female,low,no,,DK,It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",I have heard just a little about it
02125970-de61-0133-ffbb-0a81e8b09a82,40 years old,nO,male,high,yes,861a9b9151e11362eb3c77ca914172d0,DE,It is impossible to finance,"It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",I know something about it
02146690-d8cf-0133-68d9-0a81e8b09a82,1993,nO,female,medium,no,,HR,Only the people who need it most should get something from the state | It is impossible to finance,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",I have heard just a little about it
02148010-de31-0133-3a28-0a81e8b09a82,40 years old,YES,male,low,yes,90c5430dbc810aec8695af2f1f4c42e8,LT,It might encourage people to stop working,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,I understand it fully
021bc8b0-da20-0133-fdbf-0a81e8b09a82,1997,NO,female,medium,no,,ES,It is impossible to finance | It might encourage people to stop working,It reduces anxiety about financing basic needs | It creates more equality of opportunity,I have heard just a little about it
022aefb0-dda9-0133-686d-0a81e8b09a82,35 years old,NO,female,low,no,,IT,Only the people who need it most should get something from the state,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",I have heard just a little about it
0235a5f0-d9a1-0133-a384-0a81e8b09a82,35 years old,yES,male,medium,yes,c34f03aa0a9c6edbe8ec50f4fa3687a8,PL,It increases dependence on the state,"It increases solidarity, because it is funded by everyone",I know something about it
0246f870-db86-0133-b998-0a81e8b09a82,33 years old,YES,female,high,no,,GB,It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",I know something about it
024f7000-da48-0133-58dc-0a81e8b09a82,1989,yES,Fem,medium,no,,NL,Only the people who need it most should get something from the state,It reduces anxiety about financing basic needs,I understand it fully
0255c270-da17-0133-a068-0a81e8b09a82,55 years old,yES,female,medium,no,,PL,It is impossible to finance,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",I have heard just a little about it
025ae480-da71-0133-c571-0a81e8b09a82,43 years old,nO,FeMale,high,yes,76385cb24e831b3364279b9de5641d8f,IT,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working,None of the above,I have heard just a little about it
0277ea10-d8d7-0133-1b99-0a81e8b09a82,1990,nO,FeMale,medium,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,DE,Only the people who need it most should get something from the state,It reduces anxiety about financing basic needs,I have never heard of it
0278f8b0-d967-0133-ae24-0a81e8b09a82,47 years old,yES,Fem,low,yes,049a3f3a2b5f85cb2971ba77ad66e10c,PL,It might encourage people to stop working,"It increases solidarity, because it is funded by everyone",I know something about it
02853440-da5e-0133-65ae-0a81e8b09a82,1993,YES,female,high,yes,d06dfb43c95b585a89ae556c9221b573,GB,It is against the principle of linking merit and reward,It reduces bureaucracy and administrative expenses,I know something about it
0286c790-d90a-0133-d356-0a81e8b09a82,35 years old,yES,Fem,high,yes,ced804d972b03cca6d523ec8925a7943,FI,It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,It creates more equality of opportunity | It reduces anxiety about financing basic needs,I understand it fully
028c9d70-da72-0133-cbd7-0a81e8b09a82,1992,yES,Fem,medium,yes,73d251075a710326ae436d9819246377,FR,Foreigners might come to my country and take advantage of the benefit,It reduces anxiety about financing basic needs,I have heard just a little about it
02940390-d8fa-0133-b7a4-0a81e8b09a82,1996,NO,female,medium,no,,GB,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state | It might encourage people to stop working,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,I have heard just a little about it
02975fd0-d993-0133-6614-0a81e8b09a82,2000,NO,male,,no,,HU,It increases dependence on the state | It is against the principle of linking merit and reward,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,I have heard just a little about it
02988050-dede-0133-1199-0a81e8b09a82,33 years old,NO,FeMale,,no,,DK,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It encourages financial independence and self-responsibility",I have heard just a little about it
02a6b1b0-dce9-0133-5233-0a81e8b09a82,46 years old,YES,Fem,medium,no,,ES,It might encourage people to stop working,It reduces anxiety about financing basic needs | It creates more equality of opportunity,I have heard just a little about it
02ab13e0-d9c4-0133-fc15-0a81e8b09a82,37 years old,yES,male,high,yes,7a37ddb38441873334fd8ff07c17ad22,IE,It is impossible to finance,It reduces anxiety about financing basic needs | It creates more equality of opportunity,I know something about it
02bb2a30-d8fb-0133-b976-0a81e8b09a82,52 years old,YES,male,medium,no,,FR,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",I know something about it
02c1eb90-d8d5-0133-641d-0a81e8b09a82,50 years old,yES,Fem,high,no,,IE,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,I understand it fully
02cb2eb0-da6e-0133-388f-0a81e8b09a82,1989,YES,female,no,yes,41ba88cfd476ee8d5e3d9f7cea62f051,FR,None of the above,None of the above,I have heard just a little about it
02cc48b0-d974-0133-fc7a-0a81e8b09a82,1988,nO,male,high,yes,d4624ed8068d24948e18303212593cd6,GR,It is impossible to finance | It increases dependence on the state,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses",I know something about it
02e25cf0-dbd3-0133-96b7-0a81e8b09a82,45 years old,yES,female,low,no,,FR,It is impossible to finance,It encourages financial independence and self-responsibility,I have heard just a little about it
02e43260-d99e-0133-952f-0a81e8b09a82,1994,NO,Male,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,GB,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward | It is impossible to finance,None of the above,I understand it fully
02efe670-d8c4-0133-8343-0a81e8b09a82,2000,nO,male,low,no,,FR,It increases dependence on the state,It increases appreciation for household work and volunteering,I know something about it
02f6eec0-d9b0-0133-fb6d-0a81e8b09a82,1990,YES,female,low,yes,edc64316da9707432443c7a4461abe6c,FR,Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state,None of the above,I know something about it
02f94730-d8f9-0133-b5fa-0a81e8b09a82,1993,nO,female,medium,no,,LT,Only the people who need it most should get something from the state,It creates more equality of opportunity,I have heard just a little about it
02fca280-d993-0133-6617-0a81e8b09a82,34 years old,NO,female,high,yes,7bb15eefb19ed09c59349baad7e8469e,ES,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,It reduces anxiety about financing basic needs | It creates more equality of opportunity,I know something about it
02fcbd40-d983-0133-7908-0a81e8b09a82,31 years old,nO,Male,high,yes,e49986dae76619a3941d280ee14d38ae,IT,None of the above,None of the above,I have never heard of it
03014650-df32-0133-39ea-0a81e8b09a82,44 years old,YES,male,medium,no,,DE,Foreigners might come to my country and take advantage of the benefit,It reduces anxiety about financing basic needs,I know something about it
03025370-db07-0133-c43e-0a81e8b09a82,47 years old,YES,FeMale,low,no,,IT,Only the people who need it most should get something from the state,None of the above,I have never heard of it
